Marca Temporal;Cantidad;Método;Tipo;Ingreso - Categoría;Gasto - Categoría;Descripción;Mes;Anio
24/7/2025 11:24;16350;Brubank;?? Gasto;;Eventos/Salidas;Cafe Constanzo;7;2025
24/7/2025 11:26;21552,61;Mercado Pago;?? Ingreso;Transferencia;Transferencia;;7;2025
24/7/2025 11:26;21552,61;Brubank;?? Gasto;;Transferencia;;7;2025
24/7/2025 23:43;3500;Brubank;?? Gasto;;Fútbol;Gatorade Pos Fulbo;7;2025
26/7/2025 11:44;3000;Ualá;?? Gasto;;Fútbol;Pedi Cash Trapitos Joaco;7;2025
26/7/2025 11:47;1744,37;Brubank;?? Gasto;;Transferencia;;7;2025
26/7/2025 11:47;566,08;Mercado Pago;?? Gasto;;Transferencia;;7;2025
26/7/2025 11:47;2310,45;Ualá;?? Ingreso;Transferencia;;;7;2025
26/7/2025 15:58;9062,5;Mercado Pago;?? Gasto;;Fútbol;;7;2025
26/7/2025 23:55;6111;Brubank;?? Gasto;;Fútbol;;7;2025
31/7/2025 15:58;150000;Mercado Pago;?? Ingreso;Préstamo;;Mamá;7;2025
31/7/2025 15:58;111670,58;Mercado Pago;?? Ingreso;Reserva;;Ualá;7;2025
31/7/2025 15:58;158400;Mercado Pago;?? Gasto;;Caro;Chapadmalal;7;2025
31/7/2025 15:58;94208,08;Mercado Pago;?? Gasto;;Corrección;;7;2025
1/8/2025 22:27;1200000;Mercado Pago;?? Ingreso;Trabajo;;;8;2025
4/8/2025 22:27;393500;Mercado Pago;?? Gasto;;VidaAdulta;Facultad;8;2025
4/8/2025 22:27;49435,58;Mercado Pago;?? Gasto;;VidaAdulta;ARCA;8;2025
4/8/2025 22:41;58666,14;Mercado Pago;?? Gasto;;Ropa;1/3 Zapatillas Rebook;8;2025
4/8/2025 22:41;33700;Mercado Pago;?? Gasto;;Caro;1/1 Insólito Desayuno;8;2025
4/8/2025 22:45;21595;Mercado Pago;?? Gasto;;Caro;1/1 Disco Cena;8;2025
4/8/2025 22:46;3529,85;Mercado Pago;?? Gasto;;VidaAdulta;Tarjeta Crédito;8;2025
4/8/2025 22:55;100241,58;Mercado Pago;?? Gasto;;Bolucompras;2/12 Playstation;8;2025
4/8/2025 22:55;25808,18;Mercado Pago;?? Gasto;;Bolucompras;2/6 Joystick;8;2025
4/8/2025 22:58;33333,33;Mercado Pago;?? Gasto;;Regalo;1/6 Televisor;8;2025
4/8/2025 22:59;150000;Mercado Pago;?? Gasto;;Deuda;Deuda Mamá;8;2025
4/8/2025 22:59;14000;Mercado Pago;?? Gasto;;Deuda;Deuda Caro;8;2025
4/8/2025 23:19;100000;Mercado Pago;?? Gasto;;Ahorro;;8;2025
4/8/2025 23:20;191190,34;Mercado Pago;?? Gasto;;Transferencia;;8;2025
4/8/2025 23:20;191190,34;Ualá;?? Ingreso;Transferencia;;;8;2025
5/8/2025 07:23;57000;Ualá;?? Gasto;;VidaAdulta;Gym;8;2025
5/8/2025 23:14;13105,17;Ualá;?? Gasto;;Bolucompras;Shampoo, Acondicionar, Pila;8;2025
9/8/2025 11:01;10000;Mercado Pago;?? Gasto;;Caro;Cinna and co;8;2025
10/8/2025 22:03;11500;Mercado Pago;?? Gasto;;Caro;Poke Salad;8;2025
10/8/2025 22:03;3500;Mercado Pago;?? Gasto;;Caro;Alfajores;8;2025
11/8/2025 11:04;13803,88;Mercado Pago;?? Ingreso;Transferencia;;;8;2025
11/8/2025 11:04;13803,88;Ualá;?? Gasto;;Transferencia;;8;2025
12/8/2025 13:25;3600;Mercado Pago;?? Gasto;;Caro;Helado McDonald;8;2025
15/8/2025 14:22;10800;Ualá;?? Gasto;;Regalo;Medialunas para la flia;8;2025
15/8/2025 14:40;10800;Ualá;?? Gasto;;Regalo;Factura flia;8;2025
16/8/2025 15:10;10795;Ualá;?? Gasto;;Sube/Uber/Cabify;Cabify Viejo;8;2025
16/8/2025 15:10;31860;Ualá;?? Gasto;;Caro;Bar Serrano;8;2025
16/8/2025 15:16;8343,67;Ualá;?? Ingreso;Worldcoin;;;8;2025
18/8/2025 21:08;10000;Ualá;?? Gasto;;Regalo;Regalo Martu;8;2025
18/8/2025 21:09;10620;Mercado Pago;?? Gasto;;Comidas/Cafés;Starbucks;8;2025
24/8/2025 09:00;14400;Ualá;?? Gasto;;Regalo;Madialunas Flia y Albelda;8;2025
24/8/2025 11:10;36085,73;Mercado Pago;?? Ingreso;Transferencia;;;8;2025
24/8/2025 11:10;36085,73;Ualá;?? Gasto;;Transferencia;;8;2025
26/8/2025 21:53;6200;Mercado Pago;?? Gasto;;Caro;Café Starbucks;8;2025
27/8/2025 16:26;7500;Mercado Pago;?? Gasto;;Comidas/Cafés;1/4kg rapanui;8;2025
27/8/2025 16:38;3045;Mercado Pago;?? Gasto;;Caro;Sandia;8;2025
28/8/2025 07:22;1700;Mercado Pago;?? Gasto;;Comidas/Cafés;9 de oro pre viator;8;2025
30/8/2025 22:14;9900;Mercado Pago;?? Gasto;;Caro;McDonald;8;2025
31/8/2025 14:16;3500;Mercado Pago;?? Gasto;;Caro;Frutillas;8;2025
1/9/2025 10:56;159383,09;Ualá;?? Gasto;;Bolucompras;Play,Joystick,Televisor;9;2025
1/9/2025 11:02;71302,08;Brubank;?? Gasto;;Bolucompras;Zapas, plan credito, impuestos ARCA;9;2025
1/9/2025 11:03;57316,35;Brubank;?? Gasto;;Suscripciones;GPT, PlaystationPLus, Copilot;9;2025
1/9/2025 11:08;128618,43;Brubank;?? Ingreso;Transferencia;;;9;2025
1/9/2025 11:09;128618,43;Ualá;?? Gasto;;Transferencia;;9;2025
1/9/2025 11:15;49435,58;Ualá;?? Gasto;;VidaAdulta;Monotributo;9;2025
1/9/2025 15:22;1200000;Ualá;?? Ingreso;Trabajo;;;9;2025
1/9/2025 15:22;110000;Ualá;?? Gasto;;GMSTA;Viator;9;2025
1/9/2025 15:33;393500;Ualá;?? Gasto;;VidaAdulta;UCA;9;2025
2/9/2025 09:14;12000;Ualá;?? Gasto;;Eventos/Salidas;Birra y Papas;9;2025
2/9/2025 18:05;21989;Ualá;?? Gasto;;Higiene;Productos pelo - BR;9;2025
2/9/2025 18:51;7300;Ualá;?? Gasto;;Caro;Starbucks Caro;9;2025
2/9/2025 19:47;7300;Ualá;?? Gasto;;Caro;Starbucks;9;2025
3/9/2025 21:53;5000;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube - MP;9;2025
5/9/2025 12:32;3500;Ualá;?? Gasto;;Comidas/Cafés;Papas McDondald - MP;9;2025
6/9/2025 02:32;45000;Ualá;?? Gasto;;Eventos/Salidas;Tragos Lauti/Fran;9;2025
6/9/2025 10:40;10000;Ualá;?? Gasto;;Caro;Desayuno Tigre;9;2025
6/9/2025 15:14;25000;Ualá;?? Gasto;;Bolucompras;Mate;9;2025
6/9/2025 21:29;9016,12;Ualá;?? Gasto;;Bolucompras;Cepillo, chicle, sin atx;9;2025
6/9/2025 23:10;30300;Ualá;?? Gasto;;Caro;La Condesa;9;2025
7/9/2025 15:12;3300;Ualá;?? Gasto;;Comidas/Cafés;Alfajores Kiosco - MP;9;2025
7/9/2025 21:58;4000;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube - MP;9;2025
7/9/2025 23:15;26375;Ualá;?? Gasto;;Caro;Cena Lucio;9;2025
8/9/2025 16:50;1600;Mercado Pago;?? Gasto;;Comidas/Cafés;Gematic;9;2025
8/9/2025 16:50;1600;Ualá;?? Gasto;;Comidas/Cafés;Don Satur - MP;9;2025
10/9/2025 07:43;57000;Ualá;?? Gasto;;VidaAdulta;Gimnasio;9;2025
11/9/2025 16:30;10000;Ualá;?? Gasto;;GMSTA;Remera;9;2025
13/9/2025 18:37;9000;Ualá;?? Gasto;;Fútbol;Enzo Mazza;9;2025
13/9/2025 21:43;7560;Ualá;?? Gasto;;Eventos/Salidas;Bebidas cena vanse;9;2025
13/9/2025 22:43;13085;Ualá;?? Gasto;;Eventos/Salidas;Cena Milanesas Vanse;9;2025
14/9/2025 00:24;6400;Ualá;?? Gasto;;Eventos/Salidas;Helado Daniel;9;2025
17/9/2025 17:56;1500;Mercado Pago;?? Gasto;;Comidas/Cafés;Gematic;9;2025
18/9/2025 21:14;5000;Mercado Pago;?? Gasto;;Sube/Uber/Cabify;;9;2025
20/9/2025 10:19;3400;Mercado Pago;?? Gasto;;Comidas/Cafés;Arándanos;9;2025
20/9/2025 15:39;4800;Ualá;?? Gasto;;Caro;Medialunas;9;2025
20/9/2025 15:47;11500;Mercado Pago;?? Ingreso;Transferencia;;;9;2025
20/9/2025 15:47;11500;Ualá;?? Gasto;;Transferencia;;9;2025
30/9/2025 13:04;16639,28;Ualá;?? Gasto;;Corrección;;9;2025
30/9/2025 23:02;18698,5;Ualá;?? Gasto;;Ahorro;;9;2025
2/10/2025 21:04;1200000;Ualá;?? Ingreso;Trabajo;;;10;2025
2/10/2025 21:06;393500;Ualá;?? Gasto;;VidaAdulta;Facultad;10;2025
2/10/2025 21:10;10000;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube;10;2025
2/10/2025 21:11;5276;Ualá;?? Gasto;;Comidas/Cafés;Latte Caramel;10;2025
2/10/2025 21:11;1800;Ualá;?? Gasto;;Comidas/Cafés;Gematic Anillitos;10;2025
2/10/2025 21:13;49435,58;Ualá;?? Gasto;;VidaAdulta;Monotributo;10;2025
2/10/2025 21:19;58666,13;Ualá;?? Gasto;;Zapatillas;3/3 Cuota Zapatilla;10;2025
2/10/2025 21:20;9116,49;Ualá;?? Gasto;;Suscripciones;Plan Crédito Brubank;10;2025
2/10/2025 21:25;29200;Ualá;?? Gasto;;Suscripciones;GPT;10;2025
2/10/2025 21:25;29200;Ualá;?? Gasto;;Suscripciones;Cursor AI;10;2025
2/10/2025 21:25;14600;Ualá;?? Gasto;;Suscripciones;Github Copilot;10;2025
2/10/2025 21:32;100241,58;Ualá;?? Gasto;;Bolucompras;4/12 PS5;10;2025
2/10/2025 21:32;25808,18;Ualá;?? Gasto;;Bolucompras;4/6 Joystick;10;2025
2/10/2025 21:33;33333,33;Ualá;?? Gasto;;Regalo;3/6 Televisor;10;2025
2/10/2025 21:34;21060;Ualá;?? Ingreso;Mamá/Papá;;Devolución Sham/Ac/Crem+Huevos;10;2025
2/10/2025 21:36;219000;Ualá;?? Gasto;;Ahorro;;10;2025
2/10/2025 21:45;10000;Efectivo;?? Ingreso;Transferencia;;;10;2025
2/10/2025 21:45;10000;Ualá;?? Gasto;;Transferencia;;10;2025
4/10/2025 14:54;31405;Ualá;?? Gasto;;Comidas/Cafés;Almuerzo Dandy;10;2025
4/10/2025 23:55;36500;Ualá;?? Gasto;;Eventos/Salidas;Cumple Sol;10;2025
5/10/2025 13:55;10000;Efectivo;?? Gasto;;Caro;Flores;10;2025
6/10/2025 10:00;288000;Ualá;?? Ingreso;Mamá/Papá;;Regalo USD Mamá;10;2025
6/10/2025 10:01;288000;Ualá;?? Gasto;;Ahorro;;10;2025
7/10/2025 22:58;1550;Ualá;?? Gasto;;Comidas/Cafés;Bisnike - Retirar plata papá milanesas;10;2025
31/10/2025 20:32;162427,71;Ualá;?? Gasto;;Eventos/Salidas;;10;2025
1/11/2025 10:47;1200000;Ualá;?? Ingreso;Trabajo;;;11;2025
1/11/2025 11:47;59441,22;Ualá;?? Gasto;;Corrección;Deuda mes pasada;11;2025
1/11/2025 11:48;306100;Efectivo;?? Ingreso;Transferencia;;;11;2025
1/11/2025 11:49;306100;Ualá;?? Gasto;;Transferencia;;11;2025
1/11/2025 11:50;100241,58;Ualá;?? Gasto;;Suscripciones/Cuotas;Playstation 5/12;11;2025
1/11/2025 11:51;25808,18;Ualá;?? Gasto;;Suscripciones/Cuotas;Joystick 5/6;11;2025
1/11/2025 11:52;337524,25;Ualá;?? Gasto;;Ahorro;;11;2025
1/11/2025 15:43;9900;Ualá;?? Gasto;;Caro;Facturas y Macitas;11;2025
1/11/2025 21:26;12000;Efectivo;?? Gasto;;Caro;Flores caro;11;2025
2/11/2025 22:22;4800;Efectivo;?? Gasto;;Comidas/Cafés;Pan Flia;11;2025
3/11/2025 22:28;14500;Ualá;?? Gasto;;Eventos/Salidas;Bar UCA Birrar/Fritas;11;2025
3/11/2025 22:28;1000;Efectivo;?? Gasto;;Eventos/Salidas;Propina;11;2025
4/11/2025 11:29;1157;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube;11;2025
4/11/2025 11:41;61000;Ualá;?? Ingreso;Transferencia;;;11;2025
4/11/2025 11:41;61000;Efectivo;?? Gasto;;Transferencia;;11;2025
5/11/2025 19:57;4000;Efectivo;?? Gasto;;Comidas/Cafés;Shot, alfajor, tita;11;2025
5/11/2025 19:57;2000;Efectivo;?? Gasto;;Regalo;Gente calle;11;2025
5/11/2025 22:57;200000;Efectivo;?? Gasto;;Transferencia;;11;2025
5/11/2025 22:57;200000;Ualá;?? Ingreso;Transferencia;;;11;2025
5/11/2025 22:58;1000;Efectivo;?? Gasto;;Corrección;;11;2025
5/11/2025 23:04;425000;Ualá;?? Gasto;;VidaAdulta;Facultad;11;2025
5/11/2025 23:09;49435,58;Ualá;?? Gasto;;VidaAdulta;Monotributo;11;2025
5/11/2025 23:15;65400;Ualá;?? Gasto;;Suscripciones/Cuotas;GPT, Cursor, TarjCrédito;11;2025
7/11/2025 16:00;5016;Ualá;?? Gasto;;Comidas/Cafés;Café Martinez;11;2025
10/11/2025 11:43;7000;Ualá;?? Gasto;;Comidas/Cafés;Pizza;11;2025
10/11/2025 11:47;5100;Ualá;?? Gasto;;Sube/Uber/Cabify;Uber vanse vuelta;11;2025
10/11/2025 11:48;2000;Ualá;?? Gasto;;Sube/Uber/Cabify;Dipa Uber;11;2025
10/11/2025 11:51;10682,99;Ualá;?? Gasto;;Cuarto;Cable lan;11;2025
19/11/2025 16:03;29349,12;Ualá;?? Gasto;;Corrección;;11;2025
27/11/2025 12:48;20200;Efectivo;?? Gasto;;Corrección;;11;2025
30/11/2025 19:41;7444,08;Ualá;?? Gasto;;Corrección;;11;2025
1/12/2025 19:43;1200000;Ualá;?? Ingreso;;VidaAdulta;;12;2025
1/12/2025 19:50;425000;Ualá;?? Gasto;;VidaAdulta;Facultad;12;2025
1/12/2025 20:23;14100;Brubank;?? Gasto;;Suscripciones/Cuotas;1/6 Opal;12;2025
1/12/2025 20:23;31860;Brubank;?? Gasto;;Suscripciones/Cuotas;1/1 Rappi franuis tu vieja;12;2025
1/12/2025 20:24;6599,99;Brubank;?? Gasto;;Suscripciones/Cuotas;1/1 Plan tarjeta crédito;12;2025
1/12/2025 20:28;100241,58;Ualá;?? Gasto;;Suscripciones/Cuotas;6/12 Playstation;12;2025
1/12/2025 20:28;25808,18;Ualá;?? Gasto;;Suscripciones/Cuotas;6/6 Joystick;12;2025
2/12/2025 14:02;52559,99;Brubank;?? Ingreso;Transferencia;Transferencia;;12;2025
2/12/2025 14:03;52559,99;Ualá;?? Gasto;;Transferencia;;12;2025
2/12/2025 14:06;59000;Ualá;?? Gasto;;Suscripciones/Cuotas;GPT / Cursor;12;2025
2/12/2025 14:09;250000;Ualá;?? Gasto;;Ahorro;;12;2025
2/12/2025 14:11;60000;Ualá;?? Ingreso;Mamá/Papá;;;12;2025
2/12/2025 20:09;1600;Ualá;?? Gasto;;Comidas/Cafés;Don Satur;12;2025
2/12/2025 22:09;16999;Ualá;?? Gasto;;Comidas/Cafés;McDonald Caro;12;2025
2/12/2025 22:09;14499;Ualá;?? Gasto;;Caro;McDonald;12;2025
3/12/2025 23:56;16900;Ualá;?? Gasto;;Caro;Mamuschka;12;2025
4/12/2025 10:02;1206;Ualá;?? Gasto;;Sube/Uber/Cabify;;12;2025
4/12/2025 10:02;2195,66;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube;12;2025
4/12/2025 13:18;12500;Ualá;?? Gasto;;Comidas/Cafés;Zebra;12;2025
4/12/2025 22:02;15500;Ualá;?? Gasto;;Eventos/Salidas;Acosta Trago Papas;12;2025
5/12/2025 12:31;2412;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube;12;2025
5/12/2025 20:32;11900;Ualá;?? Gasto;;Bolucompras;Cumple Valen Kiosco levite cheetos monsters;12;2025
8/12/2025 12:34;1253,02;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube;12;2025
8/12/2025 12:34;7095,9;Ualá;?? Gasto;;Caro;Cabify caro-casa;12;2025
9/12/2025 03:15;5419,04;Ualá;?? Gasto;;Sube/Uber/Cabify;Uber Solchu;12;2025
9/12/2025 12:52;3618;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube;12;2025
11/12/2025 20:45;35000;Ualá;?? Gasto;;Caro;Pochoclos, roll y mantequería;12;2025
12/12/2025 14:12;18000;Ualá;?? Gasto;;Caro;Hacienda;12;2025
17/12/2025 16:07;63419,87;Ualá;?? Gasto;;Corrección;;12;2025
31/12/2025 16:07;57872,76;Ualá;?? Gasto;Reserva;Corrección;Fin de mes;12;2025
2/1/2026 15:27;1200000;Ualá;?? Ingreso;Trabajo;;;1;2026
2/1/2026 15:27;50000;Ualá;?? Ingreso;Mamá/Papá;;BNA+ Mamá;1;2026
2/1/2026 15:30;425000;Ualá;?? Gasto;;VidaAdulta;UCA;1;2026
2/1/2026 15:41;49435,58;Ualá;?? Gasto;;VidaAdulta;Monotributo;1;2026
4/1/2026 10:10;14100;Brubank;?? Gasto;;Suscripciones/Cuotas;2/6 Opal;1;2026
4/1/2026 10:11;30426,68;Brubank;?? Gasto;;Suscripciones/Cuotas;1/3 Libros;1;2026
4/1/2026 10:11;150000;Brubank;?? Gasto;;Suscripciones/Cuotas;Explora Tandil;1;2026
4/1/2026 10:12;6599,99;Brubank;?? Gasto;;Suscripciones/Cuotas;Plan Tarjeta de Crédito;1;2026
4/1/2026 10:25;301368,25;Brubank;?? Ingreso;Transferencia;;;1;2026
4/1/2026 10:26;301368,25;Ualá;?? Gasto;;Transferencia;;1;2026
4/1/2026 10:33;100241,58;Brubank;?? Gasto;;Suscripciones/Cuotas;7/12 Playstation;1;2026
4/1/2026 12:22;60000;Ualá;?? Gasto;;Reserva Viajes;Reserva Viajes;1;2026
9/1/2026 12:31;129861,12;Ualá;?? Gasto;;Corrección;;1;2026
31/1/2026 13:34;235112,86;Ualá;?? Gasto;;Eventos/Salidas;;1;2026
3/2/2026 13:36;1500000;Ualá;?? Ingreso;Trabajo;;;2;2026
3/2/2026 13:38;850000;Ualá;?? Gasto;;VidaAdulta;UCA Matrícula;2;2026
3/2/2026 14:19;56501,85;Ualá;?? Gasto;;VidaAdulta;ARCA Monotributo;2;2026
3/2/2026 14:24;30426,66;Brubank;?? Gasto;;Suscripciones/Cuotas;2/3 Br - Libros Emprendedor;2;2026
3/2/2026 14:24;14100;Brubank;?? Gasto;;Suscripciones/Cuotas;3/6 Br - Opal;2;2026
3/2/2026 14:55;6599,99;Brubank;?? Gasto;;Suscripciones/Cuotas;Plan Tarj Crédito;2;2026
3/2/2026 14:57;51126,65;Brubank;?? Ingreso;Transferencia;;;2;2026
3/2/2026 14:57;51126,65;Ualá;?? Gasto;;Transferencia;;2;2026
3/2/2026 14:59;100241,58;Ualá;?? Gasto;;Suscripciones/Cuotas;8/12 - Mamá - Playstation;2;2026
3/2/2026 15:01;58514,4;Brubank;?? Gasto;;Suscripciones/Cuotas;Cursor / GPT;2;2026
3/2/2026 15:02;58514,4;Brubank;?? Ingreso;Transferencia;;;2;2026
3/2/2026 15:02;58514,4;Ualá;?? Gasto;;Transferencia;;2;2026
3/2/2026 15:38;60000;Brubank;?? Gasto;;Ahorro - Viaje;Br Plazo Fijo - Viaje Caro;2;2026
3/2/2026 15:40;60000;Brubank;?? Ingreso;Transferencia;;;2;2026
3/2/2026 15:41;60000;Ualá;?? Gasto;;Transferencia;;2;2026
3/2/2026 23:29;300000;Ualá;?? Ingreso;Mamá/Papá;;Mamá ayuda matrícula;2;2026
4/2/2026 10:30;300000;Ualá;?? Gasto;;Reserva;Reserva;2;2026
6/2/2026 23:24;34900;Ualá;?? Gasto;;Caro;Cena Vietnam;2;2026
6/2/2026 23:25;5400;Ualá;?? Gasto;;Caro;Estacionamiento Vietnam;2;2026
6/2/2026 23:30;4000;Ualá;?? Gasto;;Regalo;Regalo Isa Rush;2;2026
7/2/2026 22:27;9700;Ualá;?? Gasto;;Fútbol;Partido;2;2026
10/2/2026 19:48;18450;Ualá;?? Gasto;;Bolucompras;Ron bacardí cumple Isa;2;2026
10/2/2026 19:48;3960;Ualá;?? Gasto;;Sube/Uber/Cabify;3x Subte;2;2026
10/2/2026 19:49;32237,5;Ualá;?? Gasto;;Eventos/Salidas;TuVieja - Cena + Helado;2;2026
10/2/2026 19:51;3443,7;Ualá;?? Gasto;;Caro;Yogurt;2;2026
11/2/2026 13:39;5000;Ualá;?? Gasto;;Transferencia;Para reintegro Sube;2;2026
11/2/2026 13:40;5000;Brubank;?? Ingreso;Transferencia;;Para reintegro Sube;2;2026
11/2/2026 13:42;1243,81;Ualá;?? Gasto;;Sube/Uber/Cabify;2x Sube colectivo;2;2026
13/2/2026 17:48;1600;Ualá;?? Gasto;;Comidas/Cafés;Don Satur;2;2026
14/2/2026 17:07;4464,29;Ualá;?? Gasto;;Regalo;Regalo Varde;2;2026
14/2/2026 17:41;9687,5;Ualá;?? Gasto;;Fútbol;Fulboo;2;2026
15/2/2026 20:50;5142,86;Ualá;?? Gasto;;Regalo;Regalo Lucas Lapicer;2;2026
15/2/2026 20:57;494,83;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube;2;2026
15/2/2026 20:57;3200;Ualá;?? Gasto;;Eventos/Salidas;Aquarius Lucas V;2;2026
15/2/2026 21:23;2926,04;Brubank;?? Gasto;;Sube/Uber/Cabify;Sube;2;2026
15/2/2026 21:25;5000;Brubank;?? Ingreso;Transferencia;;;2;2026
15/2/2026 21:25;5000;Ualá;?? Gasto;;Transferencia;;2;2026
16/2/2026 00:42;29600;Ualá;?? Gasto;;Comidas/Cafés;Cena Albeldas;2;2026
16/2/2026 10:59;16120;Efectivo;?? Ingreso;Transferencia;;;2;2026
16/2/2026 10:59;16120;Ualá;?? Gasto;;Transferencia;;2;2026
17/2/2026 14:41;25000;Efectivo;?? Ingreso;Transferencia;;;2;2026
17/2/2026 14:42;25000;Ualá;?? Gasto;;Transferencia;;2;2026
17/2/2026 14:48;1320;Brubank;?? Gasto;;Sube/Uber/Cabify;Subte;2;2026
17/2/2026 14:48;1187;Brubank;?? Gasto;;Sube/Uber/Cabify;Sube Colectivo;2;2026
19/2/2026 11:30;779,87;Brubank;?? Gasto;;Sube/Uber/Cabify;Colectivo;2;2026
21/2/2026 14:49;1200;Ualá;?? Gasto;;Comidas/Cafés;Don Satur Proba;2;2026
21/2/2026 14:49;12200;Ualá;?? Gasto;;Fútbol;Fútbol Martín D Zotta;2;2026
21/2/2026 14:51;779,87;Brubank;?? Gasto;;Sube/Uber/Cabify;Colectivo;2;2026
21/2/2026 14:51;2640;Brubank;?? Gasto;;Sube/Uber/Cabify;2x Subte;2;2026
21/2/2026 14:55;5000;Ualá;?? Gasto;;Transferencia;;2;2026
21/2/2026 14:55;5000;Brubank;?? Ingreso;Transferencia;;;2;2026
21/2/2026 14:56;110000;Mercado Pago;?? Ingreso;Reserva;;;2;2026
21/2/2026 14:57;110000;Mercado Pago;?? Gasto;;Fútbol;Pagué 2nda cancha Terraza;2;2026
22/2/2026 01:30;11000;Efectivo;?? Gasto;;Fútbol;Fútbol STA + Estacionamiento;2;2026
25/2/2026 12:21;2309,48;Ualá;?? Gasto;;Varios;Curitas;2;2026
25/2/2026 12:21;10400;Ualá;?? Gasto;;Comidas/Cafés;Merienda Tía Kary;2;2026
28/2/2026 12:42;1800;Ualá;?? Gasto;;Comidas/Cafés;Anillitos;2;2026
28/2/2026 12:42;27550;Ualá;?? Gasto;;Fútbol;Remera Soderos;2;2026
28/2/2026 12:43;3500;Ualá;?? Gasto;;Comidas/Cafés;Anillitos + alfajor;2;2026
28/2/2026 12:45;1559,74;Brubank;?? Gasto;;Sube/Uber/Cabify;2x Colectivo;2;2026
28/2/2026 12:45;1429,87;Brubank;?? Gasto;;Sube/Uber/Cabify;2x Colectivo;2;2026
28/2/2026 19:45;10000;Ualá;?? Gasto;;Fútbol;Fulbo Soderos;2;2026
28/2/2026 19:45;4850;Ualá;?? Gasto;;Eventos/Salidas;Coca Disco Cena Lucas V;2;2026
28/2/2026 19:45;2377,21;Brubank;?? Gasto;;Sube/Uber/Cabify;;2;2026
28/2/2026 19:46;2900;Efectivo;?? Gasto;;Fútbol;Powerade Fulbo;2;2026
28/2/2026 19:46;43860,5;Mercado Pago;?? Ingreso;Reserva;;Rappi alcohol Lucas V;2;2026
28/2/2026 19:46;43860,5;Mercado Pago;?? Gasto;;Eventos/Salidas;Alcohol Lucas Varde;2;2026
28/2/2026 19:46;26161,55;Ualá;?? Gasto;;Reserva;Reserva;2;2026
28/2/2026 19:46;27220;Efectivo;?? Gasto;;Reserva;;2;2026
4/3/2026 20:02;1500000;Ualá;?? Ingreso;Trabajo;;;3;2026
4/3/2026 20:05;611500;Ualá;?? Gasto;;VidaAdulta;UCA;3;2026
4/3/2026 20:05;27200;Efectivo;?? Ingreso;Transferencia;;;3;2026
4/3/2026 20:06;27220;Ualá;?? Gasto;;Transferencia;;3;2026
4/3/2026 20:16;29796,75;Ualá;?? Gasto;;Suscripciones/Cuotas;Typora y PS Plus;3;2026
4/3/2026 20:16;30426,66;Ualá;?? Gasto;;Suscripciones/Cuotas;3/3 Libros;3;2026
4/3/2026 20:17;14100;Ualá;?? Gasto;;Suscripciones/Cuotas;4/6 Opal;3;2026
5/3/2026 13:45;10394,58;Ualá;?? Gasto;;Suscripciones/Cuotas;Brubank Plan + ARCA;3;2026
5/3/2026 13:46;10000;Ualá;?? Gasto;;Transferencia;;3;2026
5/3/2026 13:46;10000;Brubank;?? Ingreso;Transferencia;;;3;2026
5/3/2026 13:46;2640;Brubank;?? Gasto;;Sube/Uber/Cabify;2x Subte;3;2026
5/3/2026 13:47;681,85;Brubank;?? Gasto;;Sube/Uber/Cabify;1x Bondi;3;2026
5/3/2026 14:00;48250,78;Ualá;?? Gasto;;VidaAdulta;ARCA;3;2026
5/3/2026 14:16;5000;Efectivo;?? Gasto;;Regalo;Regalo Jura Agus H;3;2026
5/3/2026 14:18;60000;Ualá;?? Gasto;;Ahorro - Viaje;Br Plazo Fijo - Viaje Caro;3;2026
5/3/2026 14:21;14646,64;Ualá;?? Ingreso;Rendimiento;;Rendimientos;3;2026
5/3/2026 14:21;14646,64;Ualá;?? Gasto;;Reserva;;3;2026
5/3/2026 14:22;85832,31;Ualá;?? Gasto;;Reserva;;3;2026
5/3/2026 14:30;300000;Ualá;?? Gasto;;Ahorro;;3;2026
5/3/2026 14:42;100241,58;Ualá;?? Ingreso;Reserva;;9/12 PS5;3;2026
5/3/2026 14:42;100241,58;Ualá;?? Gasto;;Suscripciones/Cuotas;PS5;3;2026
5/3/2026 18:05;10000;Efectivo;?? Gasto;;Peluquería;Peluquería;3;2026
6/3/2026 10:49;21333,34;Ualá;?? Gasto;;Regalo;Regalo Albelda;3;2026
8/3/2026 10:47;19000;Mercado Pago;?? Gasto;;Fútbol;Fulbo $11 + estacionamiento $8;3;2026
9/3/2026 09:33;6000;Ualá;?? Gasto;;MDQ;Atalaya;3;2026
9/3/2026 11:56;30502,5;Ualá;?? Gasto;;MDQ;Nafta;3;2026
9/3/2026 13:54;10000;Ualá;?? Gasto;;MDQ;Estacionamiento MDQ;3;2026
9/3/2026 14:46;76500;Mercado Pago;?? Gasto;;MDQ;Hotel Caribe;3;2026
9/3/2026 19:54;2615;Ualá;?? Gasto;;MDQ;Birras Guemes;3;2026
